class,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
0,2028,3487,3353,3353,1505,1265,828,386
0,705,1520,1557,1557,3945,1801,615,319
0,171986,36558,3927,3927,3109,1521,640,179
0,2128,5120,2812,2812,3649,2061,273,703
0,849,2617,1090,1090,1377,3603,1150,770
0,1556,4462,4843,4843,1427,3512,410,540
0,1046,4501,1512,1512,2470,3067,289,433
0,1727,5330,1611,1611,1619,2156,345,388
0,47657,59782,4395,4395,1224,1972,462,449
0,1013,3008,4395,4395,3285,1049,564,387
0,1804,3759,12488,12488,1751,2688,450,170
0,5666,3219,2399,2399,2410,2034,629,380
0,3244,4702,5313,5313,3958,1399,792,447
0,40232,3465,1379,1379,875,621,385,204
0,5082,3486,1549,1549,1652,1858,332,367
0,5435,28624,6868,6868,1394,3583,523,598
0,5890,5772,1280,1280,6272,2084,1298,590
0,653,3328,1387,1387,2557,3545,485,305
0,6050,992,6758,6758,2723,1852,340,557
0,8511,943,2776,2776,973,1202,667,249
0,3424,2812,1889,1889,2023,2555,456,388
0,1721,4117,18948,18948,1356,1721,834,541
0,2429,1654,5086,5086,2339,1676,494,397
0,1050218,51751,6951,6951,34726,26541,8416,4679
0,36891,6872,2745,2745,1864,3146,876,417
0,796,1849,1938,1938,1013,3826,963,712
0,57925,59384,9007,9007,4090,4641,1025,255
0,58735,35539,7491,7491,4595,1673,1088,925
0,180443,17619,3738,3738,3794,4059,458,475
0,2762,4269,637,637,2495,3577,625,326
0,3021,2113,1488,1488,1318,1598,1340,408
0,4702,2403,634,634,6525,1081,380,256
0,75882,30052,10004,10004,2347,2532,841,564
0,322855,35153,5762,5762,6860,7073,1199,2170
0,3814,4149,16679,16679,2261,3660,271,438
0,1003,13272,4773,4773,3329,1250,728,354
0,13211,5002,1016,1016,1711,1336,764,778
0,1325,6318,5877,5877,3116,906,1056,1269
0,19537,10038,1504,1504,2755,1113,637,333
0,2384,1992,6794,6794,7401,2840,272,317
0,962,927,9098,9098,3587,2439,912,260
0,57441,52299,10610,10610,2769,3262,1020,446
0,1895,1932,14493,14493,1359,1612,459,468
0,7399,11839,4586,4586,1475,3002,575,330
0,2189,5880,6822,6822,4470,1986,464,300
0,1164,10352,9847,9847,2296,2831,705,317
0,2125,4044,3473,3473,1116,2100,379,491
0,775,1475,2537,2537,2566,1925,367,561
0,126172,27325,3289,3289,4652,1678,875,1910
0,46523,10301,4462,4462,2762,6996,580,628
0,3439,4025,3820,3820,1858,4634,3821,3358
0,1438,4655,3575,3575,2087,3539,4974,2823
0,4591,1827,6325,6325,1288,1421,3518,3153
0,666145,83497,2653,2653,3006,2084,1984,1827
0,42420,5134,2480,2480,3072,2280,594,493
0,1644,1841,1063,1063,4246,3823,236,406
0,82473,5864,8914,8914,4812,2218,535,313
0,4030,4128,2410,2410,7548,2746,940,635
0,4491,9096,7314,7314,1679,2513,838,578
0,14109,5174,484,484,1175,1660,855,424
0,54263,27913,4731,4731,1503,2853,576,667
0,41598,11289,5730,5730,2816,3583,714,620
0,2150,3341,2366,2366,2061,1951,431,329
0,703,2635,1369,1369,1760,1162,1119,511
0,15923,2883,853,853,5773,1926,1314,995
0,99446,4403,2493,2493,897,1494,879,417
0,4722,5709,6068,6068,3475,1066,1845,433
0,3602,3411,15061,15061,9917,2813,1223,489
0,540075,45862,27252,27252,9151,8971,2448,2569
0,1555,23967,5884,5884,4622,3166,2230,679
0,71139,25004,11164,11164,2445,2789,1484,704
0,27961,18828,7769,7769,9004,3545,624,288
0,6509,5924,9789,9789,2491,4195,750,784
0,2457,4278,4350,4350,1118,3564,834,228
0,5302,2306,1720,1720,6668,2639,288,470
0,2110,2674,8223,8223,2746,2593,543,438
0,2471,5569,5758,5758,2596,1422,764,325
0,2537,5326,932,932,4776,4167,494,495
0,12275,4377,8352,8352,5072,3042,691,578
0,44657,7011,3891,3891,255,348,162,91
0,1217,5605,5110,5110,2673,1665,448,435
0,5125,2128,1020,1020,6216,1704,475,517
0,115579,14818,4189,4189,4569,3977,921,1258
0,58365,20091,5715,5715,19694,8678,2896,3209
0,102113,8634,6046,6046,2283,1438,199,129
0,9807,21556,10418,10418,3827,3667,342,648
0,2129,5608,1500,1500,4004,2095,1189,615
0,6262,1888,6045,6045,4218,1913,436,1001
0,16674,30967,11279,11279,7688,2536,787,637
0,2411,2099,9166,9166,1116,1537,988,417
0,10424,9986,2422,2422,3547,3685,1289,511
0,90855,60460,32699,32699,18865,7607,2211,2033
0,44110,30013,371,371,2700,785,350,97
0,4735,5071,8035,8035,2542,2531,1617,257
0,2542,2184,1750,1750,2107,1700,571,564
0,2887,9603,2121,2121,1965,1277,983,218
0,250499,133381,18922,18922,13800,12293,9243,3576
0,160225,17303,5108,5108,3384,5878,6971,8035
0,4220,6020,1452,1452,5246,2381,1309,1436
0,1778,2544,1834,1834,2644,1351,553,398
0,271347,52325,13262,13262,9319,19031,1528,952
0,3491,2402,1536,1536,3801,2287,420,261
0,2980,1498,1253,1253,1893,4035,561,433
0,42747,3953,1407,1407,408,810,227,104
0,5911,2408,1819,1819,3885,1710,1067,1066
0,4241,1566,5959,5959,3885,2205,941,418
0,7869,9481,28018,28018,6380,3906,679,1091
0,27720,13575,5321,5321,1826,1614,1261,1078
0,63573,11536,1677,1677,5381,2668,929,373
0,11931,4600,4478,4478,1975,1717,615,269
0,5001,3685,7013,7013,2770,1068,283,654
0,54892,3578,1269,1269,1011,402,274,168
0,988,5557,1414,1414,4773,1032,700,470
0,6060,2081,5469,5469,601,2905,549,538
0,1357,2270,2613,2613,939,1147,966,468
0,3292,3848,918,918,2554,1802,806,922
0,990,1367,4483,4483,1867,2085,1110,247
0,66822,40744,10090,10090,792,1912,1489,2310
0,5107,2093,2026,2026,3406,3488,799,674
0,3960,1310,10980,10980,1960,5952,386,550
0,3078,6070,10975,10975,7257,1914,845,262
0,51535,15221,18880,18880,1079,3247,1111,304
0,2137,12499,11182,11182,1466,1983,368,438
0,2560,6925,3780,3780,5131,876,533,1736
0,104857,48736,2268,2268,2923,2773,1264,872
0,1409,1453,1545,1545,2312,5771,1400,238
0,867663,81497,8901,8901,5924,3049,521,724
0,8503,17080,12100,12100,4259,5583,1389,608
0,101545,162357,22911,22911,23101,13213,4217,3032
0,817736,157405,22887,22887,28884,10920,6564,4650
0,180364,27411,15613,15613,17324,6386,2237,1756
0,2777,2221,1482,1482,1967,1877,304,308
0,82409,13240,1638,1638,6604,1932,1050,420
0,10279,5943,2771,2771,1085,4705,901,421
0,15310,15875,2225,2225,3630,2019,606,457
0,2658,9627,3429,3429,686,1859,660,498
0,1641,6010,698,698,2625,1601,749,322
0,3796,7350,3544,3544,3276,3298,714,530
0,3160,6095,5345,5345,4619,2340,831,386
0,4953,3675,2817,2817,1913,1905,1625,548
0,3830,3064,3735,3735,2375,1404,1555,217
0,1887,4553,915,915,1676,2544,1482,420
0,5670,4647,956,956,1762,1910,984,531
0,7573,2693,1861,1861,990,1172,768,566
0,1121,3302,1354,1354,1396,1025,424,489
0,141726,23609,4393,4393,6556,3076,1408,582
0,1027,13649,1836,1836,3456,1513,516,722
0,21567,5746,7782,7782,13053,2563,743,587
0,38333,40188,7373,7373,6307,2562,889,840
0,9187,3692,12698,12698,3962,2572,1402,551
0,30993,13343,1459,1459,3883,2703,1437,762
0,33568,35884,10418,10418,1654,2169,574,1092
0,14179,15095,4358,4358,3217,3083,496,409
0,40146,30556,6881,6881,5178,1989,822,510
0,551226,51932,7045,7045,17114,11082,3500,2414
0,93361,21051,39278,39278,3882,8632,3487,1227
0,1016618,39386,4246,4246,3387,4811,2763,330609
0,1704731,72816,6626,6626,13532,8768,3091,1220
0,174896,41508,3728,3728,4661,5303,865,12728
0,2940178,573369,77194,77194,46226,20622,14307,99913
0,49630,22489,10898,10898,8384,2100,525,32225
0,209619,38524,14109,14109,2358,2517,495,38013
0,555718,52907,48390,48390,38986,12666,3435,134902
0,68305,6551,3919,3919,6944,2161,1351,25695
0,10862,2008,2642,2642,2066,3373,674,30074
0,404015,144016,15625,15625,26142,5138,3592,94765
0,333112,74425,14934,14934,8334,16126,5116,100532
0,45599,3217,4025,4025,2429,1258,679,25679
0,11014,29410,7137,7137,3881,1778,2349,29693
0,3803,5963,3610,3610,4357,3460,659,27190
0,5637,3302,3852,3852,3766,1388,770,21493
0,8087,5535,572,572,1616,2099,842,24253
0,1261,5456,3915,3915,2713,1431,188,20829
0,1453,2156,4507,4507,1889,1185,384,23566
0,3760,4653,2107,2107,3889,1294,345,25572
0,3663,3471,548,548,1067,3671,437,22567
0,2662,3065,5721,5721,3072,2001,554,22303
0,3549,2241,5848,5848,2237,1703,1230,22657
0,6426,3341,2847,2847,1812,1144,571,23899
0,1225,4369,155,155,1539,4831,433,27784
0,2145,8335,9542,9542,3637,4431,621,19369
0,1542,2126,2840,2840,1705,1373,521,19824
0,2319,1633,3961,3961,2056,1628,1055,19998
0,6600,5788,4981,4981,3200,1337,411,22289
0,2312,3303,466,466,1318,1696,470,21420
0,18897,17903,6656,6656,2735,956,386,17162
0,2219,3277,3684,3684,1138,2044,328,15860
0,3112,2381,1994,1994,3797,2805,535,17322
0,345,7043,2182,2182,1455,2415,896,21322
0,359511,57064,41577,41577,9410,16692,4546,4876
0,18695,14409,4086,4086,6379,10583,1888,36768
0,5178,6479,4806,4806,1718,5083,569,5071
0,15794,2604,455,455,5381,1453,397,8547
0,12188,6240,909,909,4775,1344,565,5410
0,5220,17087,4171,4171,2120,3470,212,8676
0,3787,12549,4318,4318,4477,4208,762,4754
0,2218,8296,14492,14492,5685,1826,318,6680
0,1288,5686,1620,1620,1888,1375,604,6985
0,787,1585,5995,5995,3010,1561,721,5360
0,1114,3425,1642,1642,1894,1108,729,7548
0,3395,2866,1761,1761,1324,1484,681,12201
0,1462,4595,1053,1053,5994,2742,434,6948
0,1211,5910,2260,2260,2108,1388,281,8349
0,843,18211,1445,1445,5326,2924,1203,6330
0,1445,3209,5337,5337,2398,1735,574,7373
0,1761,9826,2477,2477,2119,1356,397,5797
0,3538,765,3978,3978,2955,1175,727,9595
0,1919,4906,3175,3175,4284,3081,462,4948
0,7577,1306,4053,4053,1211,1569,550,7068
0,61321,32902,5934,5934,2153,1756,720,8982
0,2020269,23948,6006,6006,6487,2528,1127,4365
0,126294,4161,1349,1349,559,559,362,167
0,16715,10195,6426,6426,3699,3605,764,6088
0,28013,15954,17658,17658,10406,7516,3895,39734
0,3251,3565,1545,1545,2524,1548,814,7542
0,5276,2861,1547,1547,2135,3035,922,8214
0,768,4293,5258,5258,4015,2577,169,5941
0,2564,2285,1748,1748,2101,1024,203,7880
0,108220,33316,3789,3789,1658,2945,954,6397
0,50914,13554,7295,7295,1931,3054,1319,7396
0,1208,3516,1229,1229,3493,1671,805,10738
0,196676,26839,317,317,1377,797,437,7278
0,3170,2813,852,852,3927,1925,787,7808
0,5131,2179,3772,3772,5210,1523,555,6755
0,65698,18246,2151,2151,2230,844,296,7474
0,1222,1575,3925,3925,1746,4531,395,7475
0,24982,3899,1920,1920,1170,2593,361,6175
0,5317,3721,3097,3097,3519,2699,403,6385
0,6416,2862,1552,1552,2923,1623,598,8502
0,2954,3238,9619,9619,1751,1401,571,5069
0,4502,5348,2874,2874,2651,1685,607,6460
0,6932,1633,1534,1534,1967,3407,493,5588
0,6972,925,1237,1237,1963,3648,578,8110
0,44627,18533,2225,2225,4177,2167,1261,5324
0,73680,35251,1399,1399,2597,1751,616,6560
0,22736,7685,846,846,1802,1886,657,5170
0,32370,8374,76,76,2634,2315,540,5371
0,6463,1932,1570,1570,3826,3093,560,8226
0,7997,2670,5786,5786,634,1426,383,6332
0,807,4196,1802,1802,4455,2405,650,4474
0,169142,40611,7218,7218,4074,1790,562,6767
0,60251,16145,6171,6171,1849,2862,469,8190
0,4193,2530,14939,14939,3465,2660,1000,5758
0,15868,26660,1639,1639,2061,2088,559,8947
0,16250,6629,9353,9353,4116,4885,794,6761
0,6971,1501,2413,2413,1192,2196,440,6826
0,22174,7832,541,541,3849,3271,755,4780
0,1541,4162,3913,3913,1976,1749,307,5314
0,5673,3374,1138,1138,2137,1766,819,6874
0,1760,1566,3847,3847,1616,1472,220,8039
0,734,3487,543,543,1465,1852,1492,5784
0,1621,3968,2206,2206,2359,1864,478,6997
0,219029,29118,860,860,3526,4292,640,6532
0,24067,13178,6905,6905,2387,3257,706,3810
0,63019,31929,3341,3341,3444,2912,537,6572
0,3967,3784,6957,6957,3685,1028,511,5385
0,20868,32097,7776,7776,2577,4380,443,5213
0,23314,8622,6115,6115,3846,969,1218,4943
0,54629,17618,16267,16267,4919,1991,239,6492
0,14913,2775,1125,1125,2573,1586,684,5047
0,2596,4975,1270,1270,2359,1888,341,5236
0,70334,35721,1094,1094,1758,1242,428,4948
0,10829,9800,1649,1649,2676,1435,1324,6751
0,191736,57198,2069,2069,2316,2368,928,4438
0,8774,5474,1878,1878,2884,1876,454,6107
0,6805,5172,2509,2509,2814,1756,618,6311
0,8670,5330,3414,3414,2776,1323,700,4635
0,4071,2178,444,444,1946,1004,807,4408
0,74239,40160,2330,2330,2089,1189,791,7220
0,2069147,292168,194564,194564,61244,43390,41468,23159
0,1104285,68292,81182,81182,59291,15788,16547,18181
0,57378,8373,3829,3829,1251,891,1163,1419
0,1375406,159518,58734,58734,30745,14164,8847,7486
0,33625,6632,3450,3450,1200,1444,940,783
0,11388,9813,1913,1913,2891,3524,691,1662
0,72691,21105,7439,7439,6525,5499,882,2120
0,1362,4436,5272,5272,2192,1875,494,2794
0,5244,7480,4882,4882,2116,2762,427,1867
0,2796,3863,2949,2949,2204,4331,300,2917
0,1478,5838,449,449,3751,1431,579,1156
0,1721,1800,2586,2586,2322,1122,562,942
0,109822,5968,1584,1584,1012,371,385,517
0,19611,4604,11407,11407,5322,1916,1147,1928
0,65983,2020,1377,1377,494,630,85,798
0,916749,33060,16348,16348,6714,7960,3447,8169
0,525889,12409,14870,14870,6516,3114,2150,877
0,630731,35482,4806,4806,8441,4041,2127,3588
0,388603,27572,2826,2826,2424,3200,4505,1101
0,256605,34303,2423,2423,6127,4847,3400,2371
0,17380,82226,5296,5296,3669,5186,844,2374
0,10712,6760,4345,4345,3781,1931,498,1790
0,20421,25503,7927,7927,1866,3729,969,1665
0,103112,7485,1408,1408,1449,2184,3334,1516
0,29221,13233,1884,1884,2807,3446,650,1581
0,13677,3984,2214,2214,1806,2455,1159,1735
0,59205,20192,688,688,2149,6076,477,1412
0,2967,1643,2889,2889,4052,1958,999,1615
0,59979,24921,6034,6034,1328,3198,1441,2318
0,8600,8671,5997,5997,3955,3410,631,1459
0,12430,11704,2925,2925,3573,2284,257,1704
0,1818,5652,7198,7198,2911,1200,523,832
0,5723,4505,835,835,2098,1956,368,1546
0,5219,4937,6459,6459,648,2417,538,2860
0,12844,6388,5533,5533,2797,3258,602,1575
0,5618,9911,8804,8804,1856,5478,1032,1934
0,9232,3560,16854,16854,6107,2961,816,1618
0,17333,7370,6349,6349,8747,2566,1111,1465
0,35679,14388,7028,7028,2429,1552,418,2508
0,96514,63768,35936,35936,30523,14735,4197,10848
0,3385037,372316,14202,14202,16554,19503,4234,6828
0,14694,4217,1679,1679,852,790,259,375
0,16400,7852,5940,5940,2328,1836,620,929
0,16978,3673,2170,2170,2311,3146,977,2905
0,4499,14279,2851,2851,4309,1896,1210,1327
0,10685,5530,17498,17498,2497,1694,862,2183
0,4310,8373,13807,13807,5602,2314,863,2264
0,5603,6104,1330,1330,1545,2407,1438,2254
0,4730,2461,615,615,3471,2976,895,472
0,214018,82960,2673,2673,2675,2143,888,802
0,5075,2866,7254,7254,3486,1942,1639,1330
0,3194,565,1548,1548,7103,2599,708,1215
0,69983,24057,1226,1226,1596,4203,956,703
0,2295,8258,1322,1322,3751,2346,869,1449
0,2551,4658,1457,1457,5484,1637,450,810
0,88842,18750,2989,2989,2289,1801,901,490
0,28322,2196,5639,5639,2124,2412,668,1037
0,6779,6168,13763,13763,975,1732,764,1272
0,44308,29785,6093,6093,4621,1645,529,1128
0,7381,5590,2045,2045,5126,2574,711,1130
0,130823,84539,11175,11175,10395,3088,842,707
0,89573,25014,8124,8124,1931,1866,2368,1253
0,418311,272527,27088,27088,18363,15308,2563,3366
0,430549,18403,13215,13215,2221,2214,280,696
0,6141,8967,4901,4901,10626,2073,303,2499
0,242370,91431,66408,66408,9792,10886,2559,4269
0,1771,6015,3488,3488,3357,2350,718,3558
0,13059,26567,911,911,5077,2196,755,1841
0,132793,14391,12570,12570,5263,4888,2811,1980
0,30492,1307,2608,2608,295,932,168,751
0,786411,47600,5260,5260,8224,8169,1166,3673
0,10322,4767,8145,8145,6458,2419,498,2676
0,129276,17517,1797,1797,1489,1517,1739,1877
0,6266,7838,5171,5171,3383,1998,572,1995
0,6777,6360,3371,3371,3386,1482,791,1783
0,60670,6427,2047,2047,4910,3006,496,2888
0,33296,39753,2988,2988,518,3688,694,875
0,47362,6898,5885,5885,2171,7561,429,1675
0,14614,10254,14799,14799,1102,1709,519,2946
0,45404,52555,14301,14301,28747,13544,5255,8177
0,9984,12976,7950,7950,3687,1151,1587,2515
0,9293,14766,3006,3006,3605,1912,752,2523
0,128624,28335,3334,3334,17178,8798,3043,7016
0,12238,11334,4973,4973,2962,2802,776,2812
0,2736,7500,1187,1187,1807,1097,925,2539
0,88010,13115,7666,7666,2786,2466,843,2647
0,822137,140341,8468,8468,47246,35765,5687,6572
0,286949,48021,20357,20357,9045,14775,1049,4091
0,9088,6843,7127,7127,6116,2966,822,3236
0,45409,28954,25804,25804,8272,5506,3591,11496
0,18750,12855,1578,1578,1742,2825,299,1031
0,557426,36429,18171,18171,9605,4628,1819,1328
0,1072,3731,7310,7310,1550,2585,739,4362
0,77766,30065,7664,7664,4498,2994,1138,3100
0,8010,17093,7727,7727,2074,1452,1981,4129
0,11810,8521,2949,2949,6869,1759,332,3317
0,10810,5962,1275,1275,2429,2604,296,3745
0,93133,13142,2579,2579,811,441,87,903
0,40734,20228,4210,4210,2532,2335,1163,3045
0,1428787,531245,47860,47860,43507,14643,1606,17270
0,970358,9457,21559,21559,4785,6707,1847,4118
0,16374,21279,3953,3953,2486,2317,1252,3414
0,21059,10001,2365,2365,2868,3937,854,3382
0,3702,4739,6913,6913,1274,2028,584,4340
0,8211,3960,1670,1670,6014,2576,1886,5851
0,78413,20007,2880,2880,3288,1649,647,3684
0,2730,9028,31506,31506,8504,6985,1433,2984
0,70818,53404,9901,9901,4668,1094,1044,2838
0,112188,34652,25172,25172,6664,10059,2578,9837
0,50301,24899,2867,2867,4563,3054,777,2442
0,51061,56264,26526,26526,5321,1775,979,2294
0,946088,12862,2449,2449,2373,1582,1980,1912
0,34015,7911,523,523,979,490,781,704
0,125681,26957,1691,1691,2917,2494,1534,1572
0,43811,298085,39869,39869,37411,15744,6409,8059
0,49992,33014,2867,2867,2350,4144,721,967
0,4344,6200,2010,2010,7673,1730,1075,1190
0,41260,4661,5170,5170,3953,4841,620,550
0,208958,80240,49357,49357,21839,7775,1451,1743
0,4643,8529,1584,1584,5405,5531,1080,369
0,88962,51072,3822,3822,2173,3757,521,948
0,1553299,121722,22562,22562,27504,6169,3578,2864
0,124568,51147,7241,7241,8080,3801,1072,1133
0,390760,74142,36120,36120,40989,58470,8273,7760
0,823504,104446,147893,147893,41258,21961,8284,8982
0,197823,2353,1787,1787,654,1189,310,283
0,278122,5207,4896,4896,10120,3536,319,807
0,42657,24152,4897,4897,6822,2495,735,1329
0,54470,70434,61244,61244,34335,33966,8067,5900
0,66747,19669,4645,4645,3758,4378,846,4214
0,558861,87996,65325,65325,30442,34431,6900,4279
0,1263420,227141,19563,19563,24879,31208,14969,9319
0,36650,52913,5386,5386,5423,3231,983,434
0,36479,13143,2697,2697,5846,4065,970,711
0,1258337,89945,27084,27084,43674,16931,7252,2646
0,201937,6405,789,789,1028,1356,554,167
0,63180,24016,17172,17172,8226,6626,2269,2905
0,80738,21709,1558,1558,4694,3748,2398,727
0,67026,16511,2465,2465,1653,740,250,361
0,15047,11187,4934,4934,2868,3223,947,1080
0,279984,16063,12761,12761,6044,8327,1838,1345
0,10811,4087,4931,4931,3136,1971,917,754
0,7315,2718,4255,4255,2181,1450,485,930
0,192673,35038,8738,8738,4401,1612,1563,1026
0,1173,19745,7792,7792,2305,2088,650,1568
0,424096,24355,5019,5019,13742,15781,3399,9457
0,2035118,109245,31965,31965,72664,28700,9366,3797
0,41529,5512,781,781,6901,3281,644,1274
0,34567,44032,2757,2757,9904,3929,2017,2661
0,3880,4078,4439,4439,2344,1358,325,579
0,3312,6227,3625,3625,3857,1479,1235,1571
0,8590,11476,762,762,3533,2756,1045,976
0,19915,8749,5401,5401,1577,1850,732,1237
0,7892,4147,7314,7314,5487,1823,568,837
0,11463,9607,4063,4063,4605,1382,776,2194
0,32709,35321,14074,14074,2906,4713,2050,1485
0,147077,27972,5537,5537,2816,1034,626,592
0,108764,32565,45556,45556,24105,18885,4407,7963
0,2086,2763,5371,5371,4356,2344,650,2043
0,4009,1195,1081,1081,2362,2307,476,1305
0,3844,4301,4657,4657,3237,948,560,930
0,3968,6368,849,849,2843,1984,371,651
0,51198,12131,3782,3782,7334,3125,676,876
0,2176,15704,416,416,4090,2734,666,1206
0,5568,2788,4516,4516,2110,1303,678,1597
0,23059,5486,2603,2603,7658,2577,1404,901
0,16659,174,3919,3919,1952,2173,571,554
0,8482,3258,1737,1737,3004,3000,482,1240
0,4875,3574,2448,2448,4496,1324,621,1372
0,5168,7167,5990,5990,4745,1111,490,230
0,45220,39353,6198,6198,2628,2288,494,3468
0,1387240,244763,5486,5486,7140,2236,602,750
0,64316,10778,4561,4561,3216,1544,890,813
0,16030,6462,9189,9189,3733,3034,491,483
0,279943,143121,58545,58545,25780,18688,3975,6491
0,231334,56474,971,971,4724,4869,1522,1510
0,637430,123886,18686,18686,15334,6711,1947,2186
0,11474,19438,2018,2018,4632,907,1264,1072
0,5986,6922,8883,8883,1322,1734,879,767
0,41092,26659,3767,3767,2016,1800,433,654
0,36208,7255,2039,2039,3240,2063,865,490
0,13184,27834,10029,10029,3874,7038,763,569
0,14086,19062,12001,12001,3168,2217,456,759
0,83830,13488,1503,1503,854,509,422,138
0,68002,43042,12120,12120,9323,9810,2600,3050
0,6975,4658,1861,1861,3739,2663,863,331
0,229546,27473,10618,10618,1198,5553,1194,463
0,1013393,179071,17511,17511,7961,10405,2480,2714
0,33006,5392,2517,2517,809,730,458,406
0,49047,19659,15552,15552,3623,3648,2625,3687
0,270051,48694,82490,82490,18956,9723,1643,4193
0,7024,4225,499,499,4063,1414,498,589
0,73243,23064,1768,1768,4346,2367,552,1701
0,17695,3466,3390,3390,3562,3020,619,895
0,6795,5210,10521,10521,4571,2085,867,1209
0,146009,84923,5186,5186,4775,3699,696,1988
0,117917,20793,2343,2343,4191,2009,1223,1380
0,433635,25661,27675,27675,20538,7026,2830,3382
0,10457,11895,1084,1084,1467,1317,147,236
0,15713,5041,2372,2372,2372,2439,378,1339
0,11267,8901,5820,5820,6152,4191,1016,458
0,42988,17763,5778,5778,3545,1709,941,842
0,53561,80843,3881,3881,3833,2302,1018,607
0,3239,6522,5432,5432,2454,1387,340,759
0,4741,5593,12156,12156,4539,2070,514,886
0,5938,11429,9292,9292,2523,1194,426,1232
0,7810,1050,2563,2563,2969,1880,428,595
0,1204,3319,2125,2125,4820,1280,662,435
0,102466,25239,4393,4393,4672,2509,889,692
0,2864,2305,8129,8129,4670,3276,764,1903
0,43441,29556,16377,16377,6826,2458,715,1197
0,4723,3692,3657,3657,4366,1411,698,1308
0,6993,1575,8612,8612,2611,1662,514,1040
0,3206,2311,2166,2166,1539,1202,668,1353
0,5336,6338,4501,4501,4994,2227,1337,403
0,23609,12060,5951,5951,2191,2970,873,834
0,5841,7014,4367,4367,4977,1823,339,624
0,49422,18621,2261,2261,5916,3430,1070,1123
0,5301,4404,8833,8833,3444,2122,448,883
0,1009,3506,2006,2006,3522,5212,344,1188
0,1493,7040,3778,3778,3223,2653,668,1045
0,15429,11918,4843,4843,1238,2393,474,1357
0,4173,7327,5144,5144,2244,2123,700,2084
0,14263,10234,7132,7132,1910,3062,1052,3161
0,8370,7742,3473,3473,2755,4498,855,1906
0,41401,7452,3655,3655,1766,1313,1097,1012
0,466172,40265,11812,11812,2617,2308,695,1868
0,359729,78947,12571,12571,9138,17728,1441,10821
0,318390,32236,4130,4130,2293,1414,1148,641
0,108293,11533,2724,2724,1976,2245,435,413
0,30559,11671,816,816,2738,2752,483,1668
0,381864,132245,39706,39706,13037,18694,2938,6138
0,7398,1405,8599,8599,4402,1987,895,1564
0,67420,10928,5676,5676,4248,3376,535,1614
0,1519,3561,1757,1757,2084,2160,709,2556
0,7408,1894,2682,2682,2590,1127,1026,2565
0,54259,6541,4185,4185,5184,1781,596,1861
0,7103,2055,2746,2746,2364,4247,712,1733
0,69739,4061,402,402,935,357,52,273
0,11345,15741,11039,11039,3961,1281,494,3147
0,17605,7007,946,946,3726,1828,1040,1699
0,10515,7889,1360,1360,2838,2926,356,2477
0,6432,1004,1952,1952,1928,1705,627,2284
0,30465,30907,4353,4353,2993,2942,924,2196
0,1842,9099,1716,1716,2064,3779,753,2364
0,1141,4322,318,318,2040,2125,352,2658
0,2392,2736,12557,12557,3159,1695,496,2256
0,19941,10717,827,827,2506,1711,727,2801
0,1882,4090,1803,1803,4105,2148,818,985
0,7264,12582,2556,2556,4436,893,573,819
0,49294,5679,883,883,5891,2955,1445,4081
0,23403,3116,426,426,2822,1714,651,847
0,37305,17322,5332,5332,3915,2970,946,1036
0,3580,6003,1493,1493,2754,1821,698,437
0,86398,33564,2912,2912,4229,2132,1944,927
0,3423,5251,1239,1239,2647,1685,534,1006
0,36138,24140,5754,5754,3547,1514,350,890
0,16285,7683,9915,9915,2153,2540,429,1935
0,72317,6773,518,518,1797,690,187,341
0,9014,4935,18924,18924,1864,2677,900,483
0,102663,24351,21157,21157,5791,2709,621,572
0,6645,2650,1808,1808,4024,1304,703,812
0,105703,51298,3470,3470,4316,2253,856,498
0,18828,7043,1198,1198,2037,1251,494,818
0,2597,4845,25528,25528,1973,5668,829,718
0,71436,51132,8233,8233,1611,1576,411,372
0,2592,7651,11614,11614,3372,2921,757,764
0,62404,9967,1960,1960,5981,2098,507,628
0,7931,1385,7527,7527,5558,1992,417,619
0,863087,62401,14316,14316,7904,4488,3430,3769
0,5103,4389,4430,4430,2641,2896,270,297
0,64056,34297,2093,2093,3633,3479,578,401
0,3590,3164,5801,5801,3914,1688,483,725
0,472843,234558,50992,50992,18072,20998,4430,1657
0,16530,4230,6444,6444,3676,2281,632,763
0,11798,2532,5153,5153,3000,1768,302,360
0,25039,10216,6205,6205,2308,608,461,93
0,6066,2706,6054,6054,3699,2006,752,893
0,16990,12789,14644,14644,5320,2313,629,330
0,75211,13409,6533,6533,3674,2153,522,628
0,6317,17124,6607,6607,3445,2752,453,1154
0,36935,23190,1023,1023,3257,3844,1700,698
0,8247,3721,10202,10202,1956,2991,942,585
0,3276,4913,4448,4448,2308,2144,704,1191
0,21984,9640,1435,1435,1106,4741,806,1079
0,235800,37517,16617,16617,13319,13496,3888,2619
0,23053,19883,4841,4841,7880,3284,440,697
0,1761,1336,3979,3979,5068,1468,442,637
0,203133,13329,7803,7803,1643,1598,1186,1805
0,1962,3618,3070,3070,1083,3126,824,952
0,179306,32916,5252,5252,2690,1531,827,375
0,10116,5992,5423,5423,7044,1708,436,354
0,84850,36893,441,441,5868,2500,805,1167
0,603307,79324,10146,10146,15149,16650,6875,4616
0,8538,6684,18369,18369,1832,3885,520,1262
0,148780,11485,8386,8386,2946,1677,533,877
0,641868,50458,26730,26730,13272,5129,1768,1491
