class,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
2,5796,17567,890,890,5569,4157,623,359
2,4088,3860,1920,1920,2324,1499,637,315
2,31672,40714,1143,1143,4316,1529,1021,378
2,5313,4733,5252,5252,4143,5071,612,541
2,76778,33117,44873,44873,7647,11140,3518,1411
2,19303,14385,4786,4786,1796,2157,552,663
2,16825,1753,1955,1955,3016,4562,634,316
2,22123,25700,9054,9054,3489,2915,985,1089
2,706,2911,5377,5377,3622,1762,991,571
2,25849,52095,3891,3891,9501,2833,883,316
2,146380,7019,11677,11677,13188,10648,2503,1662
2,71226,6556,15061,15061,2436,1272,364,727
2,21808,21139,13198,13198,4554,1162,407,517
2,22312,5546,12512,12512,7081,1404,978,762
2,47770,43603,26932,26932,25350,12448,3100,2423
2,15609,8546,5676,5676,1749,3709,528,494
2,37711,59162,10093,10093,39744,6315,3245,3373
2,7375,3957,237,237,1412,2084,613,476
2,6464,3871,2089,2089,2579,2863,773,291
2,2384,2954,1388,1388,3187,1341,548,893
2,4994,2764,641,641,3035,1429,920,615
2,3217,16805,2501,2501,2801,2896,885,461
2,4323,17861,1816,1816,2150,4083,374,287
2,2143,5263,2529,2529,3591,2327,624,405
2,5683,4662,7240,7240,3383,2425,872,330
2,17644,13601,1396,1396,4705,1192,497,396
2,8632,2704,10386,10386,2365,1345,593,285
2,18916,8659,4882,4882,3294,4278,1073,550
2,21333,3367,943,943,1902,1853,309,348
2,18054,9588,2695,2695,3851,1846,362,417
2,4343,10492,2653,2653,3636,1738,648,490
2,5311,6496,7212,7212,2888,2913,788,707
2,5148,1901,5569,5569,2475,1923,378,318
2,30570,4528,11755,11755,5722,2367,524,1102
2,524766,142609,31987,31987,9329,3883,2068,4609
2,16121,41458,10555,10555,4935,1496,299,741
2,51016,19929,16617,16617,19026,8055,2606,4394
2,6184,4271,3573,3573,3526,3247,470,444
2,7432,4123,4358,4358,1398,2110,975,627
2,7884,10833,4520,4520,3756,1569,660,805
2,74611,33963,13380,13380,5938,2964,797,539
2,157380,98430,17370,17370,18576,7846,3372,3365
2,2404,1838,3610,3610,2268,3013,452,723
2,36377,6576,3464,3464,3770,1465,339,258
2,51310,8785,28705,28705,7661,6571,882,1792
2,11203,11852,6347,6347,4076,2294,605,583
2,43678,14346,6316,6316,1266,1227,672,737
2,18090,14984,2799,2799,3759,2223,403,271
2,9961,8861,3486,3486,957,3141,707,424
2,21234,6763,696,696,1811,1569,708,472
2,86525,13988,5738,5738,6376,2389,987,671
2,36200,13761,6192,6192,7763,1853,860,611
2,19507,14883,2425,2425,5360,3636,672,895
2,21615,8108,283,283,1748,1182,559,354
2,11925,23930,1038,1038,2201,2443,332,410
2,734282,33749,9609,9609,20401,8803,2464,1127
2,64795,4256,978,978,1738,953,142,245
2,2952,5973,4657,4657,1480,1159,1037,1215
2,92450,7679,4341,4341,6619,3858,530,206
2,16226,17060,5092,5092,1701,3843,533,280
2,7740,18206,1790,1790,2072,806,421,505
2,7661,5203,4963,4963,1600,3374,603,382
2,6275,6389,3894,3894,4438,1973,546,359
2,22347,15684,3232,3232,6238,5056,555,511
2,875821,56237,18260,18260,12288,15673,2425,1628
2,4150,5647,2556,2556,3312,1717,336,347
2,5061,6124,3389,3389,2200,2387,386,336
2,14318,19291,3218,3218,2589,2928,335,717
2,1116,1985,1538,1538,2023,3944,444,559
2,3935,11987,2055,2055,1542,1919,1040,719
2,6718,2560,2953,2953,1164,2551,724,653
2,13220,2460,1077,1077,1782,1383,335,748
2,88123,27649,4595,4595,6986,2571,343,188
2,7266,10660,2891,2891,1155,4306,1902,313
2,109769,6710,6542,6542,1741,1745,598,532
2,17815,11743,7378,7378,4570,1594,765,421
2,612934,100304,10737,10737,7758,6343,1723,1430
2,4187,2447,5539,5539,3478,2333,618,568
2,12246,11149,2920,2920,3870,1188,678,383
2,68685,50769,8540,8540,4039,7789,2719,3632
2,12786,7212,6522,6522,3101,2249,975,614
2,171428,80896,53599,53599,6105,22169,3005,3205
2,3087,2804,6048,6048,4868,1655,603,500
2,4209,7786,9021,9021,5694,2484,1327,318
2,16186,2233,6213,6213,1048,1736,872,472
2,603626,13271,35825,35825,56326,5660,2372,1766
2,1178436,36247,35994,35994,40702,15263,5327,3787
2,8233,12729,7235,7235,1929,2116,199,369
2,13519,5568,52,52,6355,1196,974,571
2,7716,2166,2590,2590,6798,3235,507,405
2,160249,52832,33803,33803,18017,8131,1447,2005
2,713,7293,1791,1791,3061,1591,492,310
2,15688,16416,11416,11416,3889,2260,739,370
2,4486,2056,10596,10596,5588,2463,658,497
2,314251,63838,18285,18285,1718,8100,4220,4702
2,163928,80740,42923,42923,2946,13457,3813,1881
2,14657,45481,17139,17139,717,1386,1775,1469
2,5802,9269,340,340,2500,2586,544,426
2,20887,5918,5774,5774,5070,4228,769,283
2,18184,9017,7695,7695,2180,1425,883,210
2,98127,11654,1687,1687,2512,2412,1305,500
2,3856,3299,3550,3550,1174,1535,460,8771
2,178359,35709,3682,3682,1497,1746,791,775
2,6653,6436,5757,5757,3912,3690,1712,2665
2,21017,56657,10060,10060,3475,2718,1102,1332
2,2719,4819,1451,1451,3904,1382,279,1931
2,9176,18364,5192,5192,2005,1208,1442,1965
2,3425,6393,7515,7515,2654,2086,304,2611
2,111300,6575,4096,4096,9233,8115,857,1149
2,4038,10070,3812,3812,2098,4115,1197,2298
2,35278,15673,3032,3032,5693,6837,2249,1390
2,1024,9220,4538,4538,1721,1588,575,3014
2,133819,14874,4583,4583,2744,2260,1648,1335
2,24050,6226,4142,4142,5479,3369,663,2296
2,1600,2751,6249,6249,2154,1489,326,1734
2,2135,2721,4387,4387,3385,2730,221,1959
2,899,1582,2041,2041,994,867,869,1713
2,11699,9583,4021,4021,3591,3044,443,1250
2,123246,76824,9469,9469,12757,17604,3685,21886
2,26838,8566,2954,2954,1815,1378,467,4373
2,86749,18674,5124,5124,615,476,188,732
2,1124681,26189,8332,8332,9300,15329,2807,15864
2,689723,170198,49817,49817,14736,13863,6204,5492
2,23458,27550,3789,3789,2157,1804,567,3170
2,894065,128337,57527,57527,12531,6301,1944,18815
2,32824,31697,15329,15329,6320,2549,1151,3556
2,15335,23266,21252,21252,5657,6991,486,4494
2,378533,32637,4956,4956,1806,1483,499,3207
2,845008,175619,23715,23715,11930,10396,4920,7512
2,453527,42195,66783,66783,31584,13116,2020,7853
2,94483,28939,9087,9087,8912,1508,281,2985
2,127926,130960,14648,14648,5386,947,321,4476
2,1881749,305383,69537,69537,38577,22010,3499,3439
2,7856,2465,4077,4077,6509,1364,364,3315
2,119235,9248,1273,1273,1121,1332,301,6893
2,183616,14597,838,838,3712,1805,1925,1856
2,1182453,93358,20602,20602,11060,10199,5584,14124
2,8696,4168,1825,1825,1997,3161,421,4427
2,2267,8542,9674,9674,4782,2604,702,4443
2,87647,2013,228,228,691,869,147,700
2,1120,2832,822,822,1139,1310,382,3644
2,6060,5262,1421,1421,3911,1756,1340,4241
2,89262,17622,1335,1335,790,678,471,648
2,100674,102643,23380,23380,18834,8604,2538,3546
2,3288,17212,590,590,2461,2130,596,2828
2,137029,22678,5533,5533,2617,1837,552,4056
2,90572,36985,8040,8040,2345,2609,574,5526
2,6293,3396,1504,1504,3829,2446,352,6414
2,683,5842,3803,3803,2769,2305,452,5033
2,7032,1287,3094,3094,3308,1878,292,6414
2,2705,4392,6248,6248,1246,2070,493,7588
2,10793,13504,1373,1373,1824,987,593,6205
2,15002,15876,2448,2448,2111,1923,485,6783
2,47649,3301,3938,3938,1503,525,131,1427
2,5052,2631,3536,3536,1173,1338,1165,6468
2,1387,2719,629,629,3362,4220,516,6655
2,9026,452,615,615,4708,1095,624,9227
2,2990,6229,9246,9246,951,934,359,7131
2,31359,20333,325,325,4938,4724,401,5676
2,3417,2165,1115,1115,772,1229,327,8616
2,4174,3953,1819,1819,1859,3469,631,8154
2,53546,34357,287,287,1595,1123,871,7631
2,5405,3046,1537,1537,1304,1234,432,7277
2,14313,7328,944,944,5178,1185,728,9475
2,5614,2990,2599,2599,3242,1780,348,8872
2,75131,42560,5679,5679,3245,1497,385,7393
2,2890,3404,1428,1428,3400,1170,723,8164
2,8945,4014,2274,2274,3179,1821,502,5339
2,12218,5556,2104,2104,2705,1354,740,5942
2,2197,3571,1165,1165,3149,769,786,7871
2,2181,5088,4570,4570,3135,2141,621,8046
2,47595,8711,1221,1221,1212,1036,129,3089
2,8446,2929,6800,6800,5090,2064,678,5811
2,82894,2962,2226,2226,642,1244,1262,6230
2,2530,1773,2228,2228,2658,1447,336,8992
2,11974,8424,7333,7333,3178,1693,617,5479
2,82864,11842,3164,3164,3013,3193,710,8265
2,3792,7932,4739,4739,1203,1824,513,7326
2,4506,3536,1703,1703,2606,2902,520,7336
2,7700,5127,2367,2367,1858,3704,602,11257
2,114152,15578,1201,1201,1805,1050,268,1376
2,1858,2895,2619,2619,2343,1403,545,7362
2,68808,42060,3422,3422,2664,1037,740,6300
2,3357,10585,2918,2918,3897,1403,662,7339
2,100058,19501,2234,2234,5574,2925,581,6007
2,91476,23810,5452,5452,1971,2624,1360,5266
2,11028,12857,1808,1808,1667,1124,473,12674
2,53239,25099,10878,10878,9592,3099,437,5480
2,4063,6045,6326,6326,738,1107,608,7310
2,57744,4748,484,484,458,301,139,1983
2,11126,8917,516,516,1719,1961,334,6422
2,9133,4996,3760,3760,3051,2318,351,6771
2,81270,3934,3791,3791,1694,929,228,1747
2,7594,3719,7818,7818,1042,2443,1131,6973
2,12110,11748,21036,21036,4270,4203,640,7791
2,3566,10442,2879,2879,2354,828,291,8392
2,3691,1917,1305,1305,3934,2071,323,5631
2,2625,4043,7916,7916,6113,1178,453,7833
2,1227,3831,4981,4981,2188,1179,515,6353
2,46296,20817,6478,6478,1647,3110,816,6529
2,46848,25047,7378,7378,6553,3078,710,6784
2,10762,10862,2938,2938,1318,3060,1547,7096
2,929025,153595,19791,19791,18116,14481,3535,26785
2,9992,6888,800,800,1513,1553,1167,5340
2,7610,7800,22751,22751,9183,3046,859,9427
2,119265,23406,65,65,1149,717,374,1818
2,5070,4262,10508,10508,908,1000,593,6506
2,8805,17172,9194,9194,3674,2345,812,6851
2,4798,11972,377,377,1948,1259,358,5175
2,97789,17020,1487,1487,1890,659,210,2236
2,6477,15920,5902,5902,2566,1855,574,7963
2,2747,20066,9538,9538,2709,1127,430,5751
2,1014,5578,2262,2262,1662,2118,584,7149
2,391189,69549,27270,27270,9593,27222,1283,29515
2,7208,8785,4659,4659,3300,1655,269,5902
2,116682,22911,3859,3859,4191,1752,664,6484
2,3716,2433,1891,1891,2051,2078,288,6992
2,176156,24333,11029,11029,3978,3740,823,6897
2,8195,4030,15274,15274,5765,1527,628,8886
2,1586,19668,5526,5526,5054,2543,666,5906
2,3715,11751,2425,2425,2510,2044,739,7862
2,40826,5249,1234,1234,1871,1540,522,8391
2,8768,13036,7766,7766,3844,860,390,7810
2,3383,3655,688,688,1350,2043,864,6447
2,5869,10953,2936,2936,2695,1499,481,7686
2,2223,2650,2640,2640,1092,1378,763,5512
2,5691,8676,1717,1717,1721,2586,459,8400
2,6070,5917,1769,1769,2641,2354,340,4117
2,5008,2443,387,387,2357,1407,453,9997
2,10726,8111,7764,7764,2834,3695,381,5760
2,10473,6966,7297,7297,2179,1856,745,8450
2,2577,2061,2372,2372,4627,3049,284,6216
2,131744,68405,907,907,2326,5252,1007,7524
2,12922,8421,10962,10962,6721,1950,614,6033
2,2682,4235,6848,6848,4431,1876,1142,10050
2,137091,9571,6045,6045,1849,977,350,2304
2,1465,4051,1533,1533,5291,2994,672,8044
2,86462,4034,4174,4174,2617,4534,592,6771
2,52094,36783,19040,19040,2746,831,736,5703
2,496442,31087,25882,25882,29994,15469,3141,28569
2,61882,79158,5298,5298,1677,1817,995,4652
2,59426,13808,2100,2100,1633,3915,485,4300
2,7725,4956,1026,1026,1365,3969,546,4507
2,37571,56103,10531,10531,3260,2028,1144,16358
2,657,1993,4189,4189,757,887,676,11930
2,81838,22991,4227,4227,2742,848,688,14192
2,9960,5202,1848,1848,2699,5122,1518,2807
2,545993,301795,106224,106224,40384,19826,8727,8222
2,7967,26179,8826,8826,2097,3805,3987,2447
2,14631,7620,12199,12199,5145,14039,4534,9861
2,1273,1687,1622,1622,2913,1796,563,2672
2,289116,100776,7122,7122,35687,12308,11709,20011
2,63043,10733,14174,14174,5824,2876,2719,2368
2,505915,42202,7712,7712,13459,13939,2059,5318
2,136820,58964,4778,4778,5461,2154,718,3674
2,9419,6521,2705,2705,585,2396,423,5124
2,10765,6322,3375,3375,4404,1613,267,5725
2,3187,1287,1740,1740,1762,2587,431,4465
2,25437,6304,3303,3303,453,661,104,1126
2,20885,22330,15893,15893,5898,5868,560,3623
2,14531,14170,4584,4584,1901,2310,322,5245
2,323034,82581,55707,55707,7915,12841,1310,26822
2,2366,4869,461,461,1385,1304,806,6275
2,5233,4390,7868,7868,2227,1915,415,3932
2,10637,11944,8236,8236,2125,2783,530,5552
2,3734,3385,1228,1228,1104,1773,542,6367
2,56477,43200,3347,3347,3802,3085,530,2609
2,9452,1996,1882,1882,1774,1558,703,4369
2,4390,7988,3901,3901,3807,895,652,3585
2,6873,8653,1338,1338,2275,2117,405,6167
2,88658,57371,16143,16143,4922,3468,603,5348
2,7232,5486,1000,1000,819,1714,262,4760
2,4362,18924,9438,9438,2514,2084,699,7983
2,101291,40595,23644,23644,6866,6812,3936,14065
2,33162,7068,1845,1845,993,402,240,1139
2,2846,5528,1216,1216,1927,2835,504,6235
2,1301,1981,732,732,3062,1104,349,8809
2,3440,7641,3437,3437,611,1527,1260,4211
2,44525,28258,4345,4345,1967,5315,311,5351
2,7849,2106,3084,3084,4318,2059,604,4229
2,8534,8775,1302,1302,1014,3941,670,6036
2,2293196,130264,35903,35903,18514,9402,4721,25899
2,62077,18482,8497,8497,4175,2133,346,6825
2,2542,3706,2283,2283,1297,2940,620,5317
2,3226,8670,4706,4706,2427,1145,492,7420
2,509975,62448,16126,16126,20181,8577,1378,27267
2,7826,11196,3383,3383,6745,1827,768,5504
2,32722,60276,5353,5353,9425,4924,618,5434
2,24422,3627,1717,1717,990,1372,811,4523
2,104840,26389,2173,2173,1893,1603,429,6868
2,2371,3277,545,545,2106,3248,594,8188
2,46431,38022,3385,3385,4368,1576,821,4591
2,15725,11361,222,222,2774,1841,499,6369
2,169630,10099,2174,2174,1307,1581,444,6494
2,5500,7009,1819,1819,3903,2312,460,5964
2,9110,9562,13762,13762,3694,6525,933,7960
2,3852,5158,4628,4628,2421,2259,824,5165
2,3683,7139,8826,8826,2677,4548,315,5146
2,5059,8080,4268,4268,3264,2917,724,4914
2,473353,55011,42018,42018,19519,7296,1910,34584
2,16984,4224,154,154,2655,2896,598,4311
2,5365,2144,1395,1395,3615,1310,350,5447
2,3299,3303,4088,4088,3411,2420,624,6979
2,69307,12831,2595,2595,1517,1145,322,1557
2,5353,3629,1442,1442,1975,945,568,9870
2,133972,30802,1373,1373,2318,2890,471,6590
2,1092,2608,714,714,2402,1850,741,7866
2,13214,3648,655,655,3053,1658,618,6128
2,43223,66064,5362,5362,1798,1827,1177,4166
2,6151,2112,788,788,2755,1154,496,5718
2,9925,6011,4230,4230,2981,1164,379,7249
2,5994,5553,1005,1005,1536,2678,968,8961
2,14560,9513,12672,12672,4359,2117,539,7430
2,142011,19999,2330,2330,2439,1138,1158,4447
2,3111,3444,3308,3308,3927,4240,555,7780
2,159822,25761,9039,9039,2815,2360,2058,6024
2,1472,1591,13404,13404,3603,1447,920,6188
2,8202,1080,4082,4082,2006,3807,417,8917
2,3206,9074,2198,2198,2638,2272,522,8694
2,718870,229149,35464,35464,23112,11218,6384,20198
2,2913,1115,5285,5285,4170,1881,694,10657
2,4824,4224,2830,2830,4223,1655,1359,4392
2,3231,6626,7236,7236,1590,2988,662,7578
2,436,5326,1218,1218,2361,2637,470,9622
2,3790,197,4721,4721,3579,1582,369,6758
2,1337,2907,2293,2293,1952,983,539,7693
2,71484,31260,1229,1229,1549,1556,218,4990
2,3538,6325,1124,1124,2374,2005,399,5529
2,88816,27306,10765,10765,5126,2462,3873,3093
2,779594,24862,4273,4273,3599,2203,2124,997
2,2209,11560,3736,3736,4343,2082,640,5102
2,77670,78011,22495,22495,8825,6894,3667,12367
2,6982,24004,4784,4784,1594,957,683,1295
2,747532,40318,30762,30762,19649,10949,5719,8211
2,130867,104090,7694,7694,1916,4285,1604,2938
2,4129,3938,6106,6106,3379,1173,589,5783
2,4531,4641,1216,1216,2266,3732,284,6549
2,1844,999,1000,1000,4403,1776,674,6978
2,122104,70400,6049,6049,2970,2194,430,6708
2,1400,3094,1727,1727,1404,1280,351,8973
2,1790,4486,2550,2550,6495,2418,991,7041
2,23316,13065,1168,1168,5083,1746,680,6698
2,1826,35721,3041,3041,2023,2805,617,5735
2,4631,15590,3228,3228,5999,2912,509,6732
2,372802,52104,36842,36842,18311,12652,4899,32793
2,17246,11898,711,711,10332,2093,610,6067
2,92150,48296,8174,8174,2324,1531,1057,8035
2,922431,225373,16735,16735,23573,12680,4998,20457
2,1629,1588,4444,4444,6083,6175,780,7109
2,551112,27230,7692,7692,11728,3675,1910,35659
2,9402,5922,278,278,2176,2960,501,8252
2,3849,13797,837,837,7418,2658,1286,5979
2,44559,12083,372,372,972,836,148,1777
2,8754,5437,2879,2879,3469,4686,592,8495
2,186350,145309,5746,5746,12222,7796,3421,27461
2,32312,17628,7097,7097,1650,1226,471,5812
2,3508,14388,6594,6594,3184,1722,750,7660
2,7889,19798,4600,4600,1049,1907,454,5917
2,124217,18982,7198,7198,8206,10811,797,6550
2,2875,18805,5973,5973,1803,3502,288,8105
2,3926,6391,4579,4579,4864,1357,600,6766
2,20263,6363,2985,2985,5312,2520,661,7331
2,9664,17736,332,332,3776,1361,678,6365
2,24715,23484,17902,17902,4937,3498,1102,6255
2,49596,16509,10372,10372,2863,3377,659,6817
2,3018,10786,1805,1805,3877,2535,622,6350
2,3272,7234,584,584,1237,1158,261,6472
2,89074,45982,11135,11135,3433,5312,2386,5955
2,1433670,229662,152778,152778,44356,15579,15504,10463
2,2054392,490879,183107,183107,125971,86014,93349,53996
2,328213,59593,53551,53551,30021,15821,12025,10487
2,1712367,104758,25791,25791,11718,12930,18648,11474
2,881796,534631,70938,70938,17749,25473,52065,35448
2,1910764,24381,3584,3584,5697,27677,26054,7449
2,895457,120373,90575,90575,15301,16381,20025,6921
2,1592215,892786,70871,70871,64449,32489,22934,28014
2,766661,258282,39698,39698,25438,35161,33426,52324
2,621972,55611,26990,26990,30085,11397,11509,9125
2,35497,17058,4006,4006,4175,3131,749,548
2,233221,173863,37760,37760,30207,19533,10281,51717
2,192319,69120,53515,53515,12450,13014,4759,64734
2,14540,18284,2434,2434,4610,3667,1401,12799
2,190998,25852,24375,24375,2899,3308,584,7962
2,13792,17500,4198,4198,2692,2565,1014,10238
2,367652,34725,5511,5511,10439,6523,736,13403
2,4814,28406,14998,14998,3097,2603,1369,14986
2,9561,4464,1209,1209,2232,1696,791,11262
2,13438,23930,972,972,9810,3286,729,12308
2,79646,44115,5831,5831,9319,2554,1267,11849
2,5610,43903,11387,11387,1931,2138,495,13139
2,1927130,51352,9229,9229,27231,11728,3160,28552
2,13042,7460,2412,2412,7176,2068,1778,13467
2,13599,8175,1023,1023,3052,2938,755,10764
2,126399,81889,28361,28361,1740,5935,3285,42536
2,370582,128979,8005,8005,12286,9171,1021,12073
2,465974,28633,17188,17188,14636,9100,5656,33500
2,128379,25252,6872,6872,7073,4166,1414,13228
2,15314,8236,5414,5414,14172,1733,385,14844
2,16571,7982,5297,5297,5209,2597,1380,13278
2,474655,47753,46887,46887,12498,6499,10156,38358
2,37877,9194,3803,3803,3779,2246,1361,9524
2,3009,5316,15880,15880,6116,2701,857,10245
2,586586,94393,16053,16053,11907,9673,5266,48814
2,8745,22497,9375,9375,3521,4844,1007,13494
2,17372,11328,888,888,1215,1565,727,10513
2,14588,16373,4824,4824,13622,3018,871,8457
2,28789,13655,3509,3509,4153,2663,1727,13335
2,11149,6958,3410,3410,2726,2444,871,13958
2,46891,4339,1003,1003,916,977,580,3720
2,6359,7896,3570,3570,8653,2923,983,12910
2,47648,15625,8301,8301,15388,16779,2867,49817
2,456368,20203,41485,41485,10442,14998,5512,51309
2,17574,76831,3279,3279,7323,2787,764,9993
2,54559,6658,9295,9295,3872,2335,1687,8385
2,12123,18781,3794,3794,2710,3700,783,11860
2,12109,19814,11313,11313,4767,4556,1104,10322
2,12614,14866,1831,1831,8948,3359,612,12323
2,8965,9707,16276,16276,2311,6761,1460,13289
2,12247,12305,669,669,3444,2961,733,11297
2,16668,10789,3576,3576,4229,2467,737,9820
2,9992,27206,4313,4313,5065,6956,570,10673
2,27963,12599,767,767,5041,2220,936,9407
2,41505,11674,9649,9649,9442,3838,612,8035
2,18357,22970,1194,1194,4881,2051,1100,13875
2,90452,50037,17449,17449,3289,8058,659,12955
2,1322688,72797,31718,31718,21012,5032,3585,43834
2,18133,12042,2316,2316,3632,4554,848,14111
2,9503,25898,6158,6158,13153,6667,1071,9976
2,4709,19900,6286,6286,3019,3381,1606,10670
2,5596,8667,22697,22697,3141,4247,1052,8768
2,124918,43960,7247,7247,3826,4140,517,10738
2,24238,13390,2144,2144,4552,1377,1665,12269
2,11482,5660,3622,3622,4537,1992,740,13208
2,12368,20149,2137,2137,4474,3719,1623,8649
2,104278,13891,2526,2526,5221,11195,649,11698
2,18626,36676,4524,4524,4843,4385,1308,7942
2,467970,26766,12401,12401,1918,2849,947,3127
2,14912,7825,5136,5136,5696,2157,1098,11232
2,8599,21239,6530,6530,3657,2381,2183,14881
2,18218,18446,4855,4855,14156,6064,1076,9719
2,77052,17294,18345,18345,7228,3789,885,11867
2,68209,39929,5615,5615,4949,3191,1084,6454
2,949554,27891,3322,3322,35973,9858,7552,52975
2,14177,17244,17121,17121,4387,4531,903,7813
2,42495,42613,4806,4806,6604,2695,1556,10830
2,13488,6645,6519,6519,4878,5805,2239,9497
2,21994,54215,3616,3616,8029,3086,1589,11743
2,50801,60267,71649,71649,8873,7606,3436,48663
2,47584,27480,3544,3544,2374,2422,952,15693
2,71194,23460,5620,5620,3761,3364,1503,10324
2,78619,11387,2643,2643,2760,3862,1147,11117
2,12002,22433,2551,2551,7545,2814,541,12774
2,329030,82926,4653,4653,8691,9706,5250,44317
2,20727,7498,8512,8512,2908,2950,928,9879
2,141358,59311,12772,12772,27183,12457,2852,43692
2,62341,69411,11261,11261,5008,9638,802,9581
2,19490,44800,5487,5487,6652,2341,1725,12525
2,12684,4698,8066,8066,13699,2147,571,9060
2,123666,64396,3467,3467,5318,3782,869,8245
2,177408,179838,41177,41177,23613,18577,2653,30488
2,18948,42826,9516,9516,9130,4914,1044,8249
2,1263414,148580,48840,48840,23957,11907,20228,28440
2,325498,32442,10525,10525,5566,3619,2093,14900
2,23871,51115,33296,33296,9027,12216,1777,12305
2,89219,21495,4510,4510,6394,11717,1836,17655
2,174839,58676,8771,8771,3570,4017,985,12945
2,43502,4317,3176,3176,6234,3948,634,12056
2,1102116,38168,78583,78583,38431,16996,2506,29275
2,31144,10370,13561,13561,5432,2174,993,13030
2,68882,31854,14973,14973,5325,6061,1424,9793
2,18224,9770,9044,9044,1899,2808,941,11725
2,412935,372466,33982,33982,11571,13893,4248,46936
2,27607,16297,5460,5460,2958,2588,321,11350
2,994222,66785,15464,15464,13309,25541,5298,50934
2,99584,26945,6783,6783,10944,5136,1310,15120
2,1020066,53627,4328,4328,5663,3177,2027,18434
2,80508,7380,15232,15232,5189,3254,885,11699
2,939484,309510,6484,6484,84970,26404,6482,42687
2,483470,56475,25307,25307,12253,3903,1703,10895
2,73595,112491,42166,42166,22733,24375,4289,48433
2,13186,14480,9697,9697,19295,2307,2551,7855
2,53808,40476,14708,14708,5830,6489,1824,11542
2,28319,79052,1758,1758,5365,6347,1092,12363
2,75561,39901,2915,2915,10021,3434,937,7373
2,67257,31576,5771,5771,2189,3002,2309,8682
2,58992,24148,6828,6828,2812,5050,1116,10073
2,31576,32654,6851,6851,7252,3188,1020,10768
2,453664,182345,35571,35571,34895,13025,13965,42649
2,146161,14124,8084,8084,6805,2263,1556,6909
2,121829,6801,204,204,2617,8518,840,7497
2,401090,564947,111338,111338,31082,40059,3404,37178
2,151826,8698,5207,5207,15255,3367,1750,10762
2,30253,13113,20697,20697,3495,4600,664,11096
2,583857,230670,13229,13229,14683,15049,7200,52188
2,117059,50896,20119,20119,6578,8119,1504,10733
2,159725,26833,1860,1860,5085,2204,1128,9216
2,180813,102054,32421,32421,30663,8885,8701,21776
2,24667,9483,28231,28231,4521,5770,1616,15897
2,12180,20968,4653,4653,4094,3762,2233,10366
2,281141,179707,19994,19994,19536,10086,5143,44280
2,134860,37341,12461,12461,15083,10852,5545,54047
2,105772,42981,6307,6307,3736,6508,1422,9866
2,92420,22366,9577,9577,3392,2251,867,8500
2,40996,7851,8743,8743,1792,2716,2145,14675
2,14025,27310,6183,6183,2544,2701,1015,12672
2,110111,27226,11161,11161,4303,2189,1831,11173
2,17293,6842,4007,4007,7112,3854,1957,10983
2,52977,40809,30962,30962,3158,1953,850,8253
2,100389,43264,5085,5085,2350,2644,1713,10940
2,18823,25485,1774,1774,12648,4800,1768,10548
2,16929,14651,17436,17436,8920,2857,1920,11761
2,57078,21876,11261,11261,6628,2622,671,9664
2,21961,75758,11563,11563,12826,2948,408,9202
2,7791,13703,10584,10584,5811,2056,1191,12233
2,20589,21348,7879,7879,3907,3265,2506,10537
2,110245,51430,12563,12563,8400,4506,1018,6585
2,86035,11857,4233,4233,5156,5305,1016,9695
2,167783,24398,7855,7855,3866,5211,1709,12226
2,522536,41909,76486,76486,37883,9139,3953,46794
2,962422,55994,4973,4973,6505,4982,821,10618
2,32044,25197,3395,3395,5534,2810,791,9827
2,572381,40781,7469,7469,11910,5779,1482,5790
2,771087,47704,2666,2666,11523,5108,1663,10898
2,362564,23891,3346,3346,7580,2063,867,8465
2,27054,20378,32218,32218,7084,5909,637,8637
2,231491,80449,79065,79065,43035,12610,8229,34576
2,1274734,109429,9514,9514,32737,11960,6152,54396
2,11355,23993,1350,1350,3113,3456,1863,16657
2,83252,49597,6072,6072,4113,1885,1723,11048
2,571612,115351,10855,10855,10710,24064,5754,52030
2,363295,114893,8448,8448,29964,12254,8757,35308
2,32007,70233,5610,5610,2788,1372,821,16081
2,1724605,64479,45005,45005,64655,14548,4698,42421
2,1116870,235765,18127,18127,26367,18903,7437,55420
2,355501,34872,7235,7235,5361,2805,1248,10842
2,76254,24360,12142,12142,66081,19737,4482,54455
2,664878,346580,40787,40787,37687,25186,7224,41465
2,20407,13106,20457,20457,4912,6169,2149,10361
2,23689,10072,2311,2311,5537,3976,2672,7906
2,494525,71627,15888,15888,10155,21387,5391,45183
2,30764,18627,7784,7784,4489,3852,1562,16160
2,28374,25396,3996,3996,3418,2657,472,2935
2,61102,21214,2513,2513,5274,5906,811,14812
2,60532,11521,4795,4795,3645,2509,833,14221
2,55258,35093,4115,4115,3351,8032,1016,10555
2,1548909,93665,27692,27692,12504,6039,2274,34389
2,18500,13939,18603,18603,7071,9581,746,8057
2,10778,20989,23014,23014,7379,2525,1691,13128
2,36672,20384,4670,4670,6334,1653,1493,11054
2,122433,39322,5305,5305,5204,4179,614,11970
2,205564,150073,82192,82192,38271,6805,3943,41745
2,494991,106138,75968,75968,14104,16407,2860,48581
2,215164,72414,79875,79875,26016,16874,2009,39233
2,360310,182319,47864,47864,17614,9334,4168,40838
2,474004,13844,37756,37756,26952,20549,2794,47078
2,29190,69205,15328,15328,9476,8416,2037,11230
2,976242,71573,31822,31822,24469,3537,2746,13419
2,1208296,80309,23147,23147,15501,8370,4507,47887
